,Car Brand,Model,Price,Model Year,Location,Fuel,Driven (Kms),Gear,Ownership,EMI (monthly)
3669,Ford,Ecosport1.5TITANIUM TDCI,505799,2014,Noida,Diesel,66200,Manual,1,11251
3670,Maruti,New  Wagon-RVXI 1.0,537399,2020,Noida,Petrol,14609,Manual,1,11954
3671,Ford,Ecosport1.5 TREND TDCI,432399,2014,Noida,Diesel,60710,Manual,1,9618
3672,Hyundai,Elite i20SPORTZ 1.2,502899,2015,Noida,Petrol,40775,Manual,2,11187
3673,Maruti,Swift DzireVXI 1.2 BS IV,367399,2012,Noida,Petrol,55409,Manual,2,8173
3674,Hyundai,Creta1.6 SX PLUS PETROL,791599,2015,Noida,Petrol,53083,Manual,1,17609
3675,Hyundai,Creta1.6 S,801499,2015,Noida,Petrol,29831,Manual,1,17829
3676,Hyundai,Creta1.6 SX (O) CRDI,796999,2015,Noida,Diesel,89521,Manual,1,17729
3677,Toyota,Innova2.5 GX 7 STR BS IV,650299,2013,Noida,Diesel,121060,Manual,2,14466
3678,Tata,TiagoXT 1.05 REVOTORQ,444099,2017,Noida,Diesel,13640,Manual,1,9879
3679,Maruti,BalenoZETA 1.2 K12,539399,2016,Noida,Petrol,32766,Manual,2,11999
3680,Hyundai,Elite i20ASTA 1.4 CRDI,569499,2015,Noida,Diesel,73424,Manual,2,12668
3681,Maruti,BalenoZETA 1.2 K12,592399,2016,Noida,Petrol,28614,Manual,1,13178
3682,Hyundai,Elite i20SPORTZ (O) 1.4,489799,2014,Noida,Diesel,72861,Manual,1,10895
3683,Maruti,BalenoALPHA DDIS 190,577399,2016,Noida,Diesel,67332,Manual,1,12844
3684,Maruti,BalenoDELTA 1.2 K12,567799,2016,Noida,Petrol,42119,Manual,1,12630
3685,Honda,CRV2.0 2WD AT,1399999,2015,Noida,Petrol,73682,Automatic,1,31142
3686,Ford,Ecosport1.5TITANIUM TDCI,454299,2014,Noida,Diesel,59522,Manual,2,10106
3687,Maruti,BalenoALPHA DDIS 190,619899,2016,Noida,Diesel,71530,Manual,1,13789
3688,Volkswagen,VentoHIGHLINE PETROL,446899,2014,Noida,Petrol,62625,Manual,1,9941
3689,Renault,Duster85 PS RXL OPT,442199,2013,Noida,Diesel,70538,Manual,1,9836
3690,Renault,Duster85 PS RXL OPT,436399,2013,Noida,Diesel,96788,Manual,1,9707
3691,Maruti,DzireVDI AMT,643699,2017,Noida,Diesel,55763,Automatic,1,14319
3692,Hyundai,Elite i20ASTA 1.4 CRDI,470999,2014,Noida,Diesel,80822,Manual,1,10477
3693,Mahindra,XUV500W8 FWD,586199,2013,Noida,Diesel,71248,Manual,1,13040
3694,MG,HECTORSHARP DCT PETROL,1724799,2020,Noida,Petrol,7388,Automatic,1,38367
3695,Maruti,New  Wagon-RLXI 1.0 L,468699,2020,Noida,Petrol,10477,Manual,3,10426
3696,Maruti,BalenoDELTA DDIS 190,541199,2016,Noida,Diesel,55334,Manual,1,12039
3697,Maruti,BalenoDELTA 1.2 K12,529399,2016,Noida,Petrol,44604,Manual,1,11776
3698,Hyundai,Elite i20ASTA 1.4 CRDI,454899,2014,Noida,Diesel,67588,Manual,1,10119
3699,Mahindra,XUV500W6 4X2,523699,2014,Noida,Diesel,166990,Manual,1,11649
3700,Toyota,Innova2.5 VX 8 STR BS IV,996799,2014,Noida,Diesel,69958,Manual,1,22173
3701,Ford,Ecosport1.5TITANIUM TDCI,475499,2014,Noida,Diesel,78005,Manual,1,10577
3702,Maruti,DzireVDI AMT,587999,2017,Noida,Diesel,34349,Automatic,2,13080
3703,Maruti,BalenoDELTA 1.2 K12,523999,2016,Noida,Petrol,72334,Manual,1,11656
3704,Ford,Ecosport1.5TITANIUM TDCI,389699,2013,Noida,Diesel,80946,Manual,2,8669
3705,Hyundai,Creta1.6 CRDI SX PLUS AUTO,854099,2015,Noida,Diesel,72344,Automatic,2,18999
3706,Hyundai,Elite i20SPORTZ 1.4,477999,2014,Noida,Diesel,81884,Manual,1,10633
3707,Maruti,DzireVXI,572099,2018,Noida,Petrol,34025,Manual,2,12726
3708,Maruti,BalenoDELTA 1.2 K12,508999,2016,Noida,Petrol,80392,Manual,1,11322
3709,Maruti,ErtigaVDI ABS,459999,2013,Noida,Diesel,112745,Manual,1,10232
3710,Ford,Ecosport1.5TITANIUM TDCI,449299,2014,Noida,Diesel,48761,Manual,2,9994
3711,Ford,Ecosport1.5 TREND TDCI,480599,2014,Noida,Diesel,59393,Manual,1,10691
3712,Maruti,ErtigaVDI ABS,491299,2014,Noida,Diesel,64013,Manual,1,10929
3713,Maruti,BalenoSIGMA 1.2 K12,497499,2016,Noida,Petrol,23801,Manual,1,11067
3714,Audi,A62.0 TDI PREMIUM PLUS,1146199,2013,Noida,Diesel,83689,Automatic,2,25497
3715,Mahindra,ScorpioS10,1071099,2016,Noida,Diesel,87331,Manual,2,23826
3716,Maruti,IGNISZETA 1.2 K12,457699,2017,Noida,Petrol,31885,Manual,3,10181
3717,Tata,TiagoXZ 1.2 REVOTRON,431299,2016,Noida,Petrol,33891,Manual,1,9594
3718,Hyundai,Elite i20MAGNA 1.2,525399,2016,Noida,Petrol,37628,Manual,1,11687
3719,Toyota,Innova2.5 GX 8 STR BS IV,710199,2013,Noida,Diesel,63747,Manual,1,15798
3720,Maruti,Vitara BrezzaVDI OPT,628299,2016,Noida,Diesel,98517,Manual,1,13976
3721,Ford,Ecosport1.5 TITANIUMTDCI OPT,472399,2013,Noida,Diesel,75806,Manual,1,10508
3722,Honda,Amaze1.5 SMT I DTEC,350999,2014,Noida,Diesel,62778,Manual,1,7808
3723,Hyundai,Elite i20MAGNA 1.4 CRDI,446699,2015,Noida,Diesel,52987,Manual,2,9937
3724,Maruti,Vitara BrezzaZDI PLUS,634199,2016,Noida,Diesel,151704,Manual,1,14107
3725,Toyota,Corolla Altis1.8 G,502299,2011,Noida,Petrol,67254,Manual,1,11173
3726,Maruti,ErtigaVXI,582999,2015,Noida,Petrol,43104,Manual,1,12968
3727,Maruti,CiazZXI,532699,2014,Noida,Petrol,61179,Manual,2,11850
3728,Maruti,Vitara BrezzaVDI OPT,653699,2016,Noida,Diesel,59773,Manual,1,14541
3729,Hyundai,Elite i20ASTA 1.4 CRDI,499299,2015,Noida,Diesel,141314,Manual,3,11107
3730,Maruti,Vitara BrezzaLDI,629199,2017,Noida,Diesel,53153,Manual,1,13996
3731,Maruti,Vitara BrezzaVDI OPT,630199,2016,Noida,Diesel,73453,Manual,2,14018
3732,Maruti,Vitara BrezzaVDI,625999,2016,Noida,Diesel,79226,Manual,2,13925
3733,Ford,Ecosport1.5 TITANIUMTDCI OPT,459799,2013,Noida,Diesel,80686,Manual,2,10228
3734,Maruti,Vitara BrezzaVDI OPT,657999,2017,Noida,Diesel,83988,Manual,1,14637
3735,Maruti,Vitara BrezzaZDI PLUS DUAL TONE,661599,2016,Noida,Diesel,29749,Manual,2,14717
3736,Maruti,Vitara BrezzaVDI,663799,2016,Noida,Diesel,66151,Manual,2,14766
3737,Maruti,CiazVDI PLUS,503299,2014,Noida,Diesel,62366,Manual,1,11196
3738,Maruti,DzireVDI AMT,611999,2017,Noida,Diesel,35282,Automatic,3,13614
3739,Hyundai,VernaFLUIDIC 1.6 SX CRDI,493099,2013,Noida,Diesel,32537,Manual,1,10969
3740,Honda,Jazz1.2 SV MT,561999,2016,Noida,Petrol,35705,Manual,1,12501
3741,Maruti,ErtigaVDI SHVS,710499,2017,Noida,Diesel,16930,Manual,1,15805
3742,Maruti,Swift DzireLDI BS IV,488699,2017,Noida,Diesel,51316,Manual,2,10871
3743,Honda,CitySV MT DIESEL,561999,2016,Noida,Diesel,99493,Manual,2,12501
3744,Honda,Amaze1.5 SMT I DTEC,326099,2013,Noida,Diesel,72572,Manual,1,7254
3745,Maruti,CiazDELTA 1.3 DDIS SHVS,576599,2017,Noida,Diesel,66396,Manual,2,12826
3746,Maruti,Vitara BrezzaVDI,687299,2017,Noida,Diesel,51995,Manual,2,15289
3747,Maruti,IGNISZETA 1.2 K12,496399,2018,Noida,Petrol,29026,Manual,1,11042
3748,Hyundai,Grand i10SPORTS 1.2 VTVT,394799,2014,Noida,Petrol,52834,Manual,2,8782
3749,Mercedes,Benz CLA ClassCLA 200 CDI SPORT,2250599,2017,Noida,Diesel,43842,Manual,2,50063
3750,Hyundai,VernaFLUIDIC 1.6 SX CRDI,527499,2014,Noida,Diesel,47942,Manual,1,11734
3751,Honda,CityV MT PETROL,809199,2018,Noida,Petrol,37695,Manual,1,18000
3752,Toyota,Fortuner3.0 AT 4X2,1292899,2013,Noida,Diesel,74189,Automatic,1,28760
3753,Honda,Amaze1.5 SMT I DTEC,323799,2013,Noida,Diesel,49495,Manual,1,7203
3754,Maruti,Vitara BrezzaZDI,740099,2016,Noida,Diesel,44230,Manual,1,16463
3755,Maruti,Vitara BrezzaZDI PLUS,743799,2016,Noida,Diesel,36969,Manual,1,16545
3756,Maruti,Swift DzireVXI 1.2 BS IV,405499,2013,Noida,Petrol,31505,Manual,1,9020
3757,Ford,Ecosport1.5TITANIUM TDCI,429599,2013,Noida,Diesel,85274,Manual,1,9556
3758,Maruti,Vitara BrezzaZDI PLUS,696799,2016,Noida,Diesel,34879,Manual,1,15500
3759,Maruti,Vitara BrezzaZDI,704499,2016,Noida,Diesel,65443,Manual,1,15671
3760,Maruti,Vitara BrezzaVDI OPT,708099,2016,Noida,Diesel,31131,Manual,1,15751
3761,Honda,Amaze1.5 EMT I DTEC,338699,2013,Noida,Diesel,47594,Manual,1,7534
3762,Toyota,Innova2.5 VX 7 STR BS IV,815499,2014,Noida,Diesel,93591,Manual,1,18140
3763,Honda,Jazz1.2 V AT,507199,2016,Noida,Petrol,59603,Automatic,1,11282
3764,Toyota,Fortuner3.0 AT 4X2,1248099,2013,Noida,Diesel,108529,Automatic,1,27763
3765,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,385999,2014,Noida,Petrol,65655,Manual,2,8586
3766,Hyundai,Elite i20Magna Executive 1.2,546899,2018,Noida,Petrol,81387,Manual,1,12165
3767,Maruti,Vitara BrezzaZDI PLUS DUAL TONE,717799,2016,Noida,Diesel,90110,Manual,1,15967
3768,Maruti,BalenoALPHA DDIS 190,545999,2015,Noida,Diesel,76135,Manual,2,12145
3769,Toyota,Fortuner3.0 MT 4X2,1273899,2013,Noida,Diesel,100124,Manual,1,28337
3770,Ford,Ecosport1.5 AMBIENTE TDCI,376599,2013,Noida,Diesel,114725,Manual,1,8377
3771,Maruti,Vitara BrezzaZDI,774599,2016,Noida,Diesel,26534,Manual,1,17231
3772,Maruti,Vitara BrezzaVDI OPT,714399,2017,Noida,Diesel,65867,Manual,1,15891
3773,Maruti,Vitara BrezzaZDI,719299,2017,Noida,Diesel,81726,Manual,1,16000
3774,Maruti,Vitara BrezzaVDI OPT,724199,2017,Noida,Diesel,35406,Manual,1,16109
3775,Maruti,Vitara BrezzaVDI,628999,2016,Noida,Diesel,70746,Manual,1,13992
3776,Ford,Ecosport1.5 TITANIUM TI VCT,728099,2016,Noida,Petrol,16212,Manual,1,16196
3777,Maruti,CelerioVXI,303899,2014,Noida,Petrol,160555,Manual,1,6760
3778,Maruti,Vitara BrezzaZDI PLUS,785899,2017,Noida,Diesel,82543,Manual,1,17482
3779,Mahindra,XUV500W10 FWD,959799,2016,Noida,Diesel,54286,Manual,2,21350
3780,Hyundai,Elite i20SPORTZ (O) 1.4,514599,2014,Noida,Diesel,44530,Manual,1,11447
3781,Maruti,Vitara BrezzaVDI OPT,745899,2017,Noida,Diesel,28216,Manual,2,16592
3782,Maruti,CiazVXI PLUS,561599,2015,Noida,Petrol,35039,Manual,1,12492
3783,Maruti,IGNISDELTA 1.2 K12,473499,2018,Noida,Petrol,31671,Manual,2,10533
3784,Renault,KwidRXT Opt,222899,2015,Noida,Petrol,42231,Manual,3,4958
3785,Ford,Ecosport1.5 TREND TDCI,490799,2013,Noida,Diesel,33551,Manual,2,10918
3786,Maruti,ErtigaZDI,541599,2015,Noida,Diesel,66594,Manual,2,12048
3787,Hyundai,VernaFLUIDIC 1.6 SX CRDI,434699,2013,Noida,Diesel,74687,Manual,1,9670
3788,Maruti,CelerioVXI,372999,2015,Noida,Petrol,26166,Manual,1,8297
3789,Renault,Duster85 PS RXL,400899,2014,Noida,Diesel,119558,Manual,1,8918
3790,Maruti,CelerioVXI AMT,392099,2015,Noida,Petrol,33962,Automatic,1,8722
3791,Maruti,BalenoDELTA 1.2 K12,529299,2015,Noida,Petrol,37205,Manual,1,11774
3792,Maruti,BalenoZETA DDIS 190,554799,2015,Noida,Diesel,57626,Manual,1,12341
3793,Ford,Ecosport1.5TITANIUM TDCI,480499,2014,Noida,Diesel,62610,Manual,1,10688
3794,Honda,CityV MT PETROL,778999,2017,Noida,Petrol,24546,Manual,1,17328
3795,Hyundai,VernaFLUIDIC 1.6 SX CRDI,438299,2013,Noida,Diesel,71411,Manual,1,9750
3796,Maruti,BalenoDELTA 1.2 K12,597999,2016,Noida,Petrol,7591,Manual,1,13302
3797,Hyundai,VENUE1.0 TURBO GDI SX+ AT,1075999,2019,Noida,Petrol,14035,Automatic,1,23935
3798,Maruti,BalenoDELTA 1.2 K12,513999,2015,Noida,Petrol,57267,Manual,1,11434
3799,Maruti,ErtigaZDI,519399,2014,Noida,Diesel,94820,Manual,2,11554
3800,Mercedes,Benz E ClassE 220 CDI ELEGANCE,1265699,2013,Noida,Diesel,52867,Automatic,1,28155
3801,Maruti,BalenoDELTA 1.2 K12,498799,2016,Noida,Petrol,49147,Manual,2,11096
3802,Toyota,Innova2.5 VX 8 STR BS IV,988599,2014,Noida,Diesel,84036,Manual,1,21991
3803,Maruti,BalenoZETA 1.2 K12,525599,2015,Noida,Petrol,68262,Manual,1,11692
3804,Toyota,Innova2.5 GX 7 STR BS IV,639999,2013,Noida,Diesel,158103,Manual,1,14236
3805,Ford,Ecosport1.5 TITANIUM TI VCT,709399,2016,Noida,Petrol,7789,Manual,1,15780
3806,Hyundai,Elite i20SPORTZ 1.4,570799,2017,Noida,Diesel,47175,Manual,1,12697
3807,Hyundai,VernaFLUIDIC 1.4 EX CRDI,501199,2014,Noida,Diesel,57169,Manual,1,11149
3808,Honda,CityVX MT PETROL,710299,2016,Noida,Petrol,60056,Manual,1,15800
3809,Maruti,S CrossZETA SHVS,713499,2017,Noida,Diesel,71277,Manual,1,15871
3810,Maruti,ErtigaZDI,528799,2014,Noida,Diesel,93340,Manual,2,11763
3811,Skoda,Superb1.8 TSI LK AT,1897599,2017,Noida,Petrol,45280,Automatic,1,42211
3812,Maruti,RitzZXI,261799,2010,Noida,Petrol,33250,Manual,1,5824
3813,Hyundai,Elite i20SPORTZ 1.2,562899,2017,Noida,Petrol,41557,Manual,1,12521
3814,Maruti,CiazZDI,572099,2015,Noida,Diesel,61974,Manual,2,12726
3815,Hyundai,CretaS PETROL MT,1302199,2020,Noida,Petrol,9118,Manual,1,28967
3816,Maruti,BalenoZETA DDIS 190,507799,2015,Noida,Diesel,69946,Manual,1,11296
3817,Hyundai,Grand i10SPORTZ 1.1 CRDI,313899,2014,Noida,Diesel,84559,Manual,1,6983
3818,Maruti,A StarLXI,175399,2009,Noida,Petrol,30867,Manual,1,3902
3819,Maruti,A StarVXI,175699,2009,Noida,Petrol,109914,Manual,1,3908
3820,Renault,Duster85 PS RXL,469299,2015,Noida,Diesel,74036,Manual,1,10439
3821,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,379499,2014,Noida,Petrol,59867,Manual,1,8442
3822,Hyundai,Grand i10MAGNA 1.2 VTVT,373999,2014,Noida,Petrol,69335,Manual,1,8319
3823,Toyota,Innova2.5 GX 8 STR BS IV,731799,2014,Noida,Diesel,119295,Manual,2,16278
3824,Hyundai,,612399,2019,Noida,Petrol,35042,,1,13622
3825,Maruti,CiazVDI+ SHVS,516499,2015,Noida,Diesel,121025,Manual,2,11489
3826,Hyundai,Elite i20Magna Executive 1.2,561799,2018,Noida,Petrol,18698,Manual,1,12497
3827,Mahindra,XUV500W10,1038299,2016,Noida,Diesel,50060,Manual,1,23096
3828,Hyundai,Creta1.4 E PLUS CRDI,885699,2018,Noida,Diesel,64364,Manual,1,19702
3829,Honda,Jazz1.2 V AT,568499,2015,Noida,Petrol,34295,Automatic,1,12646
3830,Audi,Q330 TDI MT S EDITION,1344299,2015,Noida,Diesel,69954,Manual,1,29903
3831,Ford,Ecosport1.5 TITANIUM TI VCT,715799,2016,Noida,Petrol,22197,Manual,1,15923
3832,Toyota,Innova2.5 VX 7 STR BS IV,771199,2014,Noida,Diesel,110827,Manual,1,17155
3833,Toyota,EtiosV,546999,2017,Noida,Petrol,45290,Manual,1,12168
3834,Hyundai,Elite i20SPORTZ (O) 1.4,508599,2015,Noida,Diesel,65845,Manual,4,11314
3835,Hyundai,VernaFLUIDIC 1.6 CRDI SX OPT,471099,2013,Noida,Diesel,60285,Manual,1,10479
3836,Hyundai,VernaFLUIDIC 1.6 SX CRDI,489999,2013,Noida,Diesel,50432,Manual,1,10900
3837,Maruti,ErtigaZDI,564299,2014,Noida,Diesel,35605,Manual,1,12553
3838,Maruti,CiazZDI+ SHVS RS MT,688199,2016,Noida,Diesel,42426,Manual,1,15309
3839,Ford,Ecosport1.5 TITANIUM TI VCT AT,764599,2016,Noida,Petrol,22749,Automatic,1,17008
3840,Honda,Jazz1.2 V AT,526999,2015,Noida,Petrol,67358,Automatic,2,11723
3841,Hyundai,Grand i10SPORTS 1.2 VTVT,414199,2014,Noida,Petrol,22103,Manual,2,9214
3842,Maruti,CiazVDI+ SHVS,701699,2017,Noida,Diesel,36696,Manual,1,15609
3843,Hyundai,Elite i20ASTA 1.2 DUAL TONE,618399,2018,Noida,Petrol,43094,Manual,2,13756
3844,Hyundai,Elite i20ASTA 1.2 (O),581199,2016,Noida,Petrol,36890,Manual,2,12928
3845,Honda,Jazz1.2 S I VTEC,468599,2015,Noida,Petrol,44142,Manual,1,10424
3846,Maruti,ErtigaZDI,625899,2015,Noida,Diesel,52870,Manual,1,13923
3847,Toyota,Fortuner3.0 MT 4X2,1233499,2013,Noida,Diesel,117460,Manual,2,27439
3848,Ford,Ecosport1.5TITANIUM TDCI,599399,2017,Noida,Diesel,50477,Manual,2,13333
3849,Maruti,Wagon R 1.0LXI,234499,2013,Noida,Petrol,151452,Manual,1,5216
3850,Maruti,Vitara BrezzaZDI,684399,2016,Noida,Diesel,54460,Manual,1,15224
3851,Maruti,Vitara BrezzaZDI,691099,2016,Noida,Diesel,72378,Manual,1,15373
3852,Toyota,Etios LivaG,258299,2011,Noida,Petrol,66960,Manual,2,5746
3853,Maruti,CiazVXI PLUS,635599,2016,Noida,Petrol,64400,Manual,1,14139
3854,Mahindra,XUV500W10,890399,2015,Noida,Diesel,44571,Manual,2,19806
3855,Ford,Figo Aspire1.2 TITANIUM PETROL,553399,2018,Noida,Petrol,40838,Manual,1,12310
3856,Renault,Duster85 PS RXL OPT,453599,2014,Noida,Diesel,61943,Manual,1,10090
3857,Hyundai,Grand i10MAGNA 1.1 CRDI,292399,2013,Noida,Diesel,81873,Manual,1,6504
3858,Toyota,Fortuner3.0 AT 4X2,1221299,2013,Noida,Diesel,197792,Automatic,1,27167
3859,Ford,Ecosport1.5 TREND+ TDCI,612099,2017,Noida,Diesel,63429,Manual,1,13616
3860,Toyota,Corolla AltisD 4D J,651999,2014,Noida,Diesel,103033,Manual,1,14503
3861,MG,,1812799,2019,Noida,Petrol,7748,,1,40325
3862,MG,HECTORSHARP HYBIRD PETROL MT,1628999,2019,Noida,Petrol,8683,Manual,1,36236
3863,Hyundai,VernaFLUIDIC 1.6 SX CRDI,451499,2013,Noida,Diesel,82659,Manual,1,10043
3864,Hyundai,NEW SANTRO1.1 SPORTS AMT,550199,2019,Noida,Petrol,16945,Automatic,1,12239
3865,Honda,City1.5 V MT,914399,2019,Noida,Petrol,17133,Manual,1,20340
3866,Hyundai,VernaFLUIDIC 1.4 VTVT CX,504099,2014,Noida,Petrol,44730,Manual,2,11213
3867,Hyundai,Grand i10MAGNA 1.1 CRDI,330799,2015,Noida,Diesel,110169,Manual,1,7358
3868,Hyundai,Grand i10ASTA 1.2 KAPPA VTVT,425099,2014,Noida,Petrol,42956,Manual,1,9456
3869,Maruti,CelerioVXI AT,423699,2015,Noida,Petrol,27959,Automatic,1,9425
3870,Hyundai,Verna1.6 CRDI SX + AT,929699,2017,Noida,Diesel,64963,Automatic,1,20681
3871,Maruti,RitzVXI GENUS,231399,2010,Noida,Petrol,96362,Manual,1,5147
3872,Toyota,EtiosCROSS 1.4 GD,415199,2015,Noida,Diesel,81126,Manual,1,9236
3873,Ford,Ecosport1.5AMBIENTE TI VCT,532899,2015,Noida,Petrol,23803,Manual,1,11854
3874,Mahindra,XUV500W8 FWD,662199,2015,Noida,Diesel,93626,Manual,1,14730
3875,Maruti,CiazDELTA 1.3 DDIS SHVS,638999,2017,Noida,Diesel,61778,Manual,1,14214
3876,Maruti,CiazZDI+ SHVS RS MT,644799,2016,Noida,Diesel,72820,Manual,1,14343
3877,Honda,CityVX CVT PETROL,1363899,2020,Noida,Petrol,10988,Automatic,1,30339
3878,Maruti,CiazZDI+ SHVS,598899,2016,Noida,Diesel,81877,Manual,1,13322
3879,Maruti,S CrossALPHA SHVS,846499,2017,Noida,Diesel,91367,Manual,2,18830
3880,Maruti,BalenoDELTA DDIS 190,535299,2017,Noida,Diesel,62781,Manual,1,11907
3881,Mahindra,XUV500W10 FWD,919099,2016,Noida,Diesel,78097,Manual,2,20445
3882,Honda,CityZX CVT,1386299,2020,Noida,Petrol,11839,Automatic,1,30837
3883,Hyundai,Elite i20SPORTZ 1.4,614299,2017,Noida,Diesel,46920,Manual,1,13665
3884,Mahindra,XUV500W8 FWD,1216299,2017,Noida,Diesel,27071,Manual,1,27056
3885,Hyundai,VernaFLUIDIC 1.6 CRDI S (o),616499,2015,Noida,Diesel,62300,Manual,1,13714
3886,Toyota,Innova2.5 VX 7 STR BS IV,757499,2014,Noida,Diesel,238442,Manual,1,16850
3887,Maruti,SwiftVDI,260099,2012,Noida,Diesel,120326,Manual,2,5786
3888,Hyundai,Elite i201.4 CRDI ASTA (O),598199,2017,Noida,Diesel,83787,Manual,2,13307
3889,Honda,CityE MT DIESEL,416999,2014,Noida,Diesel,137580,Manual,2,9276
3890,Maruti,CiazVDI+ SHVS,693299,2017,Noida,Diesel,59162,Manual,1,15422
3891,Ford,Ecosport1.5 TITANIUM TI VCT AT,637299,2015,Noida,Petrol,27517,Automatic,1,14176
3892,Ford,Ecosport1.5 AMBIENTE TDCI,537599,2017,Noida,Diesel,106161,Manual,1,11959
3893,Hyundai,Elite i20ASTA 1.2 (O),620499,2017,Noida,Petrol,46042,Manual,1,13803
3894,Renault,Duster85 PS RXL OPT,427099,2014,Noida,Diesel,84480,Manual,1,9501
3895,Toyota,Innova2.5 VX 8 STR BS IV,1031399,2014,Noida,Diesel,136708,Manual,1,22943
3896,Hyundai,Grand i10ASTA 1.2 VTVT,386399,2013,Noida,Petrol,53156,Manual,1,8595
3897,Ford,Ecosport1.5TITANIUM TDCI,652199,2017,Noida,Diesel,46036,Manual,1,14508
3898,Maruti,S CrossDELTA SHVS,758899,2018,Noida,Diesel,24516,Manual,2,16881
3899,Maruti,S PRESSOVXI PLUS AGS,499499,2020,Noida,Petrol,15606,Automatic,1,11111
3900,Maruti,Swift DzireVDI ABS,501899,2016,Noida,Diesel,79048,Manual,2,11164
3901,Toyota,Etios LivaG,301599,2012,Noida,Petrol,44162,Manual,2,6709
3902,Renault,Duster85 PS RXE,415099,2014,Noida,Diesel,159012,Manual,1,9234
3903,Honda,Brio1.2 S MT I VTEC,316099,2015,Noida,Petrol,163085,Manual,1,7031
3904,Renault,DusterRXZ DIESEL 110,701899,2017,Noida,Diesel,67331,Manual,1,15613
3905,Ford,Ecosport1.0 ECOBOOST TITANIUM OPT,699299,2017,Noida,Petrol,37026,Manual,1,15556
3906,Ford,Ecosport1.5 TREND TDCI,492099,2015,Noida,Diesel,50945,Manual,1,10946
3907,Honda,CityZX CVT,1580999,2020,Noida,Petrol,9848,Automatic,1,35168
3908,Hyundai,Creta1.6 SX CRDI,980299,2018,Noida,Diesel,52513,Manual,1,21806
3909,Maruti,S CrossALPHA SHVS,837899,2017,Noida,Diesel,96542,Manual,2,18639
3910,Honda,CityV MT DIESEL,475699,2015,Noida,Diesel,194550,Manual,2,10582
3911,Hyundai,,665599,2018,Noida,Petrol,9707,,1,14806
3912,Toyota,Corolla AltisVL AT,926199,2016,Noida,Petrol,137038,Automatic,1,20603
3913,Maruti,IGNISZETA 1.2 K12,545899,2019,Noida,Petrol,27398,Manual,1,12143
3914,Maruti,SwiftVDI,312499,2013,Noida,Diesel,78932,Manual,2,6951
3915,Ford,Ecosport1.5 TITANIUM TI VCT,697599,2016,Noida,Petrol,34244,Manual,1,15518
3916,Renault,DusterRXZ 110 4WD,501599,2015,Noida,Diesel,70862,Manual,2,11158
3917,Maruti,S PRESSOVXI,461499,2020,Noida,Petrol,11201,Manual,1,10266
3918,Maruti,S PRESSOVXI,455499,2020,Noida,Petrol,6637,Manual,1,10132
3919,Maruti,S PRESSOVXI,455499,2020,Noida,Petrol,15282,Manual,1,10132
3920,Maruti,ErtigaVDI SHVS,632399,2017,Noida,Diesel,118264,Manual,1,14067
3921,Hyundai,Creta1.6 CRDI SX PLUS AUTO,1223899,2018,Noida,Diesel,45875,Automatic,1,27225
3922,Ford,Ecosport1.5 TREND TDCI,510399,2015,Noida,Diesel,43310,Manual,1,11354
3923,Hyundai,i20SPORTZ 1.4 CRDI,395599,2014,Noida,Diesel,72216,Manual,1,8800
3924,Hyundai,i10ERA 1.1 IRDE,244399,2012,Noida,Petrol,81629,Manual,1,5437
3925,BMW,5 Series520D LUXURY LINE,1817799,2013,Noida,Diesel,46477,Automatic,1,40436
3926,Maruti,BalenoDELTA 1.2 K12,551899,2017,Noida,Petrol,45688,Manual,1,12277
3927,Ford,Ecosport1.5TITANIUM TDCI,829899,2018,Noida,Diesel,42231,Manual,1,18461
3928,Honda,CityV MT PETROL,528099,2014,Noida,Petrol,79527,Manual,2,11747
3929,BMW,5 Series520D LUXURY LINE,1623899,2013,Noida,Diesel,82593,Automatic,2,36123
3930,Ford,Ecosport1.5 TITANIUM TI VCT,705099,2016,Noida,Petrol,27829,Manual,1,15685
3931,Ford,Ecosport1.5 TITANIUM TI VCT,794799,2018,Noida,Petrol,35869,Manual,1,17680
3932,Ford,Ecosport1.5TITANIUM TDCI,793499,2018,Noida,Diesel,35747,Manual,1,17651
3933,Hyundai,Grand i10SPORTZ 1.1 CRDI,347999,2015,Noida,Diesel,86636,Manual,1,7741
3934,Ford,Ecosport1.5 TITANIUM TI VCT,821399,2018,Noida,Petrol,24512,Manual,1,18272
3935,Ford,Ecosport1.5TITANIUM TDCI,520499,2015,Noida,Diesel,69440,Manual,1,11578
3936,Ford,Ecosport1.5TITANIUM TDCI,829399,2018,Noida,Diesel,28379,Manual,1,18450
3937,Hyundai,VernaFLUIDIC 1.6 CRDI SX OPT AT,508299,2014,Noida,Diesel,99781,Automatic,2,11307
3938,Ford,Ecosport1.5TITANIUM TDCI,846999,2018,Noida,Diesel,24288,Manual,1,18841
3939,Toyota,Etios LivaGD,321899,2013,Noida,Diesel,67725,Manual,1,7160
3940,Audi,Q335 TDI Quattro,1625299,2015,Noida,Diesel,67720,Automatic,3,36154
3941,Hyundai,Elite i20ASTA 1.2,627699,2017,Noida,Petrol,34850,Manual,1,13963
3942,Maruti,S PRESSOVXI,453899,2020,Noida,Petrol,13207,Manual,1,10097
3943,Ford,Ecosport1.5 TDCI TITANIUM PLUS,794599,2018,Noida,Diesel,40788,Manual,1,17675
